text,label,answer
"টমির কিছু বেলুন ছিল। তার মা তাকে আরও ৩৪ টি বেলুন দিয়েছিলেন। তারপরে টমির ৬০ টি বেলুন হল। টমিকে তবে কতগুলো বেলুন দিয়ে শুরু করতে হয়েছিল?","subtract","২৬"
"ফুটবলের মাঠে ১৪ শিশু ছিল। ২২ বাচ্চারা এতে যোগদানের সিদ্ধান্ত নেয়। তবে এখন কতগুলো বাচ্চা ফুটবলের মাঠে আছে?","add","৩৬"
"জেনের কাছে বাদামী অঙ্কন কাগজের ২৮ টি এবং হলুদ অঙ্কন কাগজের ২৭ টি রয়েছে। তবে কতগুলো অঙ্কন কাগজ তার কাছে আছে?","add","৫৫"
"মিহির  এর কাছে ৭৫ টি পাতা ছিল। তার কিছু পাতা উড়ে গেল। এখন তার কাছে ২৩ টি পাতা রয়েছে। তবে তার কত পাতা উড়ে গেল?","add","৫২"
"মানিকের ২১ টে তাস রয়েছে। কাকলির ৫৮ টি বেশি তাস রয়েছে। কাকলির মোট কতগুলো তাস রয়েছে?","add","৭৯"
"গগনের ২২৬ টি জামা রয়েছে। ৬ টি জামা দিয়ে দিল । তবে গগনের মোট কতগুলি  জামা রয়েছে?","subtract","২২০"
"ঈশানের ৩১ টি উপহার আছে। আলিয়ার ঈশানের চেয়ে ২২ টি বেশি আছে। তবে আলিয়ার মোট কতগুলো উপহার আছে?","add","৫৩"
"দোলন এর ৩৯ টি স্টিকার ছিল।দোলন আরও ২২ টি সন্ধান করেছে ।দোলন এর কত স্টিকার রেখেছিল?","add","৬১"
"ৃষ্ণার ৫৬ টি আপেল ছিল। একসাথে ১০৫ আপেল পেতে কলিকে আরও কতগুলি আপেল বাছাই করতে হবে?","subtract","৪৯"
"তরুলাতার  কাছে কিছু আঠা আর রুণ তাকে আরও ১৬ টি আঠা দিয়েছিল। এখন তরুলাটার  ৫৪ টি আঠা রয়েছে। তরুনকে কত টুকরো দিয়ে শুরু করতে হয়েছিল?","subtract","৩৮"
"জোভিস এর  ১৪২ টি পেন্সিল ছিল। তিনি ডোনাকে ৩১ টি পেন্সিল দিয়েছিলেন। জোভিস এর  এখন কয়টি পেন্সিল রয়ে গেছে?","subtract","১১১"
"নীলের কাছে ৩৯ টি তাস ছিল। তিনি তার কিছু তাস জোসেফকে দিয়েছিলেন এবং এখন ১৯ টি তাস বাকী রয়েছে। জোসেফকে নীল কয়টি তাস দিয়েছে?","subtract","২০"
"সারার কিছু খেলনা লরি ছিল।সানাকে ৯টি দিয়েছিলেন, এখন তার কাছে ৩৮ টি লরি বাকি রয়েছে। সারাকে কয়টি লরি দিয়ে শুরু করতে হয়েছিল?","add","৪৭"
"খেলার মাঠে ৮৯ জন ছেলে এবং কিছু মেয়ে রয়েছে। একসাথে ১১৭ জন শিশু রয়েছে। খেলার মাঠে কয়জন মেয়ে আছে?","subtract","২৮"
"রা্কুলের  ৪৯ টি কলম ছিল। রবিন তাকে আরও ৩৯ টি কলম দিয়েছিলেন। রাকুলের মোট কতটি কলম আছে?","add","৮৮"
"প্রতিটি তাক ১৬ টি বই ধারন করে । একটি আলমারিতে ৪ টি তাক ধরে রাখতে পারে। মোট কতগুলি  বই একটি আলমারিতে ধরতে পারে?","multiply","৬৪"
"কল্যানির কিছু মার্বেল রয়েছে। তিনি আরো ১৩৪ টি মার্বেল কিনেছিলেন। এখন তার ১৮৭ মার্বেল রয়েছে। তিনি কতগুলি মার্বেল দিয়ে শুরু করেছিলেন?","subtract","৫৩"
"ইশার ৫০ টি বল রয়েছে। তার ৩৫ টি বল বাকি থাকতে পারে যাতে তাকে তবে কতটা দিতে হবে?","subtract","১৫"
"আমার ২০ টাকা ছিল। বোন কে ১৫ টাকা দিলুম। তাহলে আমার কাছে কত টাকা থাকল?","subtract","৫"
"সুভ্রর ৪০  টি লাল কলম  এবং ৬৪ টি নীল কলম রয়েছে। তবে তার মোট কতগুলো কলম রয়েছে?","subtract","২৪"
"রামার ৯৬ টি বই রয়েছে। ১৮ টি গল্পের বই এবং বাকিগুলি গানের  বিষয়ে ।গান  সম্পর্কিত কয়টি বই রয়েছে ?","subtract","৭৮"
"টেবিলের ২ টি প্লেট আছে ।প্রথমতে ৪০ টি সন্দেশ , আরেকটি তে   ৪৫মিষ্টি আছে মোট কয়টি সন্দেশ আছে?","add","৮৫"
"পাড়ায় ক্রিকেট খেলায় রানু ৩০ রান করেছে,বেণু করেছে ৫০.তারা মোট কত রান করেছে?","add","৮০"
"আজ প্রথম ও দ্বিতীয় শ্রেণীতে উপস্থিতির গড় ১৪০। ওই দুই শ্রেণীতে মোট উপস্থিত হয়েছে কতজন?","multiply","২৮০"
"৫টিসংখ্যা ৪৫,৮৯,৭৮,৫৬,৪৫।সংখ্যা গুলির সমষ্টি কত?","add","৩১৩"
"তিতলির ১৭ টি কুকুর ছিল। প্রতিটি কুকুরের ৫ টি কুকুরছানা ছিল। তিতলির এখন কয়টি কুকুরছানা রয়েছে?","multiply","১০৫"
"কিসাণের কাছে ১২৭ টি আপেল ছিল। সে তার প্রতিবেশীকে ৮৮ টি আপেল দিয়েছে। এখন তার কাছে কত আপেল আছে?","subtract","৩৯"
"জীবন তার জন্মদিনের পার্টিতে ৩৭ জনকে আমন্ত্রণ জানিয়েছিল। তারা প্রত্যেকে ২ টুকরো কেক খেয়েছিল। তারা কত টুকরো কেক খেয়েছে?","multiply","৭৪"
"সানিয়া ১ কেজি কাপড় ধোয়াতে ২ গ্রাম সাবানের গুঁড়ো ব্যবহার করেন। তিনি ৯ কেজি কাপড় ধোতে কত গ্রাম সাবান ব্যবহার করবেন?","multiply","১৮"
"একটি অনুষ্ঠানে ৬৫৮৯৯ জন অংশ নিয়েছিল। দ্বিতীয় অনুষ্ঠানে আরও  ৯১৯ জন উপস্থিতি ছিল। দ্বিতীয় অনুষ্ঠানে কত লোক ছিল?","subtract","৬৪৯৮০"
"একটি অনুষ্ঠানে ৬৮৯৯ জন অংশ নিয়েছিল। দ্বিতীয় অনুষ্ঠানে আরও  ৯১৯ জন উপস্থিতি ছিল। দ্বিতীয় অনুষ্ঠানে কত লোক ছিল?","subtract","৫৯৮০"
"সু্মি মোট ৩ জন লোকের মধ্যে ৯০ টাকা সমানভাবে ভাগ করতে হবে। প্রতিটি ব্যক্তি কত টাকা পাবে?","divide","৩০"
"রেহা ৪ টি বই পড়েছিলেন। প্রতিটি বইয়ের ১৭ টি অধ্যায় ছিল।  কতটি অধ্যায় পড়েছিলেন?","multiply","৬৮"
"সনিয়া এই মৌচাকে ১৪৪ টি মৌমাছি দেখেছিলেন। পরের দিন তিনি ৩ গুন বেশি মৌমাছি দেখেছিলেন। দ্বিতীয় দিনে সে কয়টি মৌমাছি দেখেছে?","multiply","৪৩২"
"টেবিল থেকে জলের ঝর্ণাটির দূরত্ব ৩০ ফুট ছিল।  আজ ৪ বার জল ঝর্ণায় গেলে। ঝর্ণার পথে কত ফুট হেঁটে যাবেন?","add","১২০"
"লতার রয়েছে ২১২ মাছ । তিনি আরও ৬৮ টি মাছ কিনতে চান। লতার তখন কত মাছ থাকবে?","add","২৮০"
"্নামি ২১ টি মাছ আছে। ২৮১ মাছ রাখতে তার আরও কতটি মাছ কিনতে হবে?","subtract","২৬১"
"একটি কুকুরের ৪ টি পা ৫ টি কুকুরের কতগুলি পা","multiply","২০"
"কুকুরের ডান কানে ৩৬ টি পোকা এবং ৮৫ টি বাচ্চা তার বাম কানে। হারা তার কুকুরের কান পরিষ্কার করল। কতগুলি পোকা মারা গেল?","add","১২১"
"একটি পোষ্য সরবরাহের দোকানে ৭৫০ব্যাগ কুকুরের খাবার এবং ৫৩২ব্যাগ বিড়ালের খাবার রয়েছে। বিড়ালের খাবারের চেয়ে আরও কত ব্যাগ কুকুরের খাবার রয়েছে?","subtract","২১৮"
"একটি থিয়েটারে ৫৩২ জন লোক সিনেমা দেখছে। থিয়েটারের ৭৫০ টি আসন রয়েছে। থিয়েটারে কতটি আসন খালি রয়েছে?","subtract","২১৮"
"প্রতিটি ব্যাগে ২৩ কেজি কমলালেবু রয়েছে। ৪ ব্যাগে কত কেজি কমলােবু রয়েছে?","multiply","৯২"
"একটি গ্যারেজে প্রতিটি চেয়ারের দাম ১২০০ টাকা ।  ১২ টি চেয়ার কেনার জন্য কত টাকা ব্যয় করেছিল?","multiply","১৪০০"
"মুনিয়ার দুটি সাপ রয়েছে। বাগানের সাপটি ১০ ​​ইঞ্চি লম্বা। বাগানের সাপের চেয়ে ৭ গুণ বেশি লম্বা অপরটি। আর একটি সাপ কত লম্বা?","multiply","৭০"
"অরুনের ১২ সারি বাঁধাকপি রয়েছে। প্রতিটি সারিতে ১৫ টি বাঁধাকপি রয়েছে। অরুনের মোট কতগুলি বাঁধাকপি রয়েছে?","multiply","১৮০"
"রুবি এক ঘন্টা ১২মাইল গতিতে বাইক চালাতে পারে। তিনি ৩১ ঘন্টা কতদূর বাইক চালাতে পারেন?","multiply","৩৭২"
"টেনি এক ঘন্টার মধ্যে ৫৫ মাইল চালিয়েছিল। এই হারে তিনি ৩৬ ঘন্টার মধ্যে কতদূর গাড়ি চালাতে পারবেন?","multiply","১৯৮০"
"একটি কেক তৈরি করতে ৪ টি আপেল লাগে। ৫০৪ টি কেক করতে কতগুলি আপেল লাগে?","multiply","২০১৬"
"আপনার ১৪০ টি বিস্কুট রয়েছে এবং এগুলি ৭ জনের সাথে সমানভাবে ভাগ করতে চান। প্রতিটি ব্যক্তি কয়টি বিস্কুট পাবেন?","divide","২০"
"আপনি ১২০ গুলি পৃষ্ঠা সহ একটি বই পড়ছেন। আপনি যদি প্রতি রাতে একই সংখ্যক পৃষ্ঠাগুলি পড়তে চান তবে ১০ দিনের মধ্যে শেষ করতে প্রতি রাতে আপনাকে কত পৃষ্ঠা? পড়তে হবে?","divide","১২"
"একটি খাদ্যশস্য বাক্স ৮ কাপ ধারণ করে। প্রতিটি পরিবেশনে ২ কাপ লাগে। পুরো বাক্সে কত পরিবেশন হবে?","multiply","৮"
"বইয়ের একটি বাক্সের ওজন 8২ পাউন্ড। প্রতিটি বইয়ের ওজন 3 পাউন্ড। বাক্সে কয়টি বই আছে?","divide","১৬"
"সু-এর মা ৭৫ কুকি তৈরি করেছেন। তিনি প্রতিটি ব্যাগে ৩ টি কুকিজ সহ কুকিজগুলি ব্যাগে রেখেছিলেন। সে কত ব্যাগ পূরণ করতে পারে?","multiply","২৫"
"ফটিক সপ্তাহের প্রথম ৪ দিন ৮ ঘন্টা করে কাজ করেছিল।তিনি কত ঘন্টা কাজ করেছেন?","multiply","৩২"
"সু-এর মা ৬০ মাইল প্রতি ঘন্টা গাড়ি চালিয়েছিলেন। তারা ২৪ ঘন্টা ভ্রমণ করার একটি মাঠে পৌছালো। তাদের বাড়ি থেকে মাঠ কতটা দূরে ছিল?","multiply","৩০০"
"বেনু প্রতি ঘন্টা ৫৫ মাইল চালিত করে। তিনি ৮ ঘন্টা কত মাইল চালিত করবে?","multiply","৪৪০"
"একটি নিখুঁত স্কোর ২১ পয়েন্ট। টানা ৩টি নিখুঁত খেলার পরে আপনার কতগুলি পয়েন্ট থাকবে?","multiply","৬৩"
"বারিনের গাড়ি প্রতি লিটারে ২০ মাইল পায়। তার শেষ ভ্রমণে তিনি ৩ লিটার গ্যাস ব্যবহার করেছিলেন। তিনি তার শেষ ভ্রমণে কত মাইল ভ্রমণ করেছিলেন?","multiply","৬০"
"ববের গাড়ি প্রতি লিটার ১০ কিলোমিটার যায়। তিনি ১০ লিটার গ্যাসে গাড়ি চালিয়ে কতদূর যাবে?","multiply","১০০"
"প্রতিটি কাপে ৮ গ্রাম থাকে। ৩৩ কাপে কত গ্রাম থাকবে?","multiply","২৬৪"
"একটি চকোলেট চিপ কুকি রেসিপিতে ২ কাপ চকোলেট চিপ দরকার। আপনি বিক্রয়ের জন্য ২৩ টি রেসিপি তৈরি করতে চান। তবে সমস্ত কুকি রেসিপি তৈরির জন্য কত কাপ চকোলেট চিপসের প্রয়োজন হবে?","multiply","৪৬"
"আমার একটি পোষ্য প্রতি বছরে ১১ পাউন্ড ওজন হয়। তার বয়স ৮ বছর। তার ওজন কত পাউন্ড?","multiply","৮৮"
"মুনুর গাড়ি প্রতি লিটার গ্যাসে ২০ মাইল যায়। সে ১৪ লিটার গ্যাসে কত দূর গাড়ি চালাতে পারে?","multiply","২৮০"
"আমি ১ ঘন্টায় ২ মাইল হেঁটেছি। আমি যদি এই গতি আট ঘন্টা ধরে চালিত করি তবে আমি কত মাইল হাঁটব?","multiply","১৬"
"আমি প্রতি ১৫ মিনিটে ১ মাইল হাঁটি। আমি হেঁটেছি ৩ মাইল। তবে আমার কত মিনিট লাগল?","multiply","৪৫"
"একটি শহরে ২৫ টি প্রাথমিক বিদ্যালয় রয়েছে। প্রতিটি স্কুলে ২৪৭ জন ছাত্র রয়েছে। শহরে মোট কত প্রাথমিক বিদ্যালয়ের শিক্ষার্থী?","multiply","৬১৭৫"
"২৫৬ জন শিক্ষার্থী চিড়িয়াখানায় যাচ্ছেন। তাদের দলে ভাগ করতে হবে যাতে প্রতিটি শিক্ষকের একটি দলে থাকে। শিক্ষক রয়েছেন ৮ জন। প্রতিটি দলে কতজন ছাত্র থাকবে?","divide","৩২"
"প্রতিটি বাক্সে ১০ টি করে কমলালেবু রাখা হয়। ২৬৫০ কমলালেবু আছে। কয়টি বাক্স ব্যবহার করেছে?","divide","২৬৫"
"আপনি আপনার বলগুলি আপনার ৫ জন সেরা বন্ধুকে দিতে চান। আপনার কাছে ৪৫৫টি বল রয়েছে। আপনি যদি তাদের সমান ভাগ করে নেন তবে প্রত্যেকে কতগুলো পাবেন?","divide","৯১"
"আরিয়ানের ২০৮০ টি তাস ছিল, তবে তিনি ১৭ টি তাস হারিয়ে ফেলেছেন। তার এখন কতটি তাস রয়েছে?","subtract","২০৬৩"
"আশিস ১১৫ কেক তৈরী করে। জজ ১২ গুন্ বেশি তৈরী করে। তবে জজ কত কেক তৈরী করেছিলেন?","multiply","১৩৮০"
"একটি পাঠাগারে ১৪২৪০ টি বই রয়েছে। এগুলির তাক এমন ভাবে সাজানো থাকে যেগুলিতে ৮ টি করে বই রাখা যায়। পাঠাগারে কত তাক আছে?","divide","১৭৮০"
"২১৯ জন চিড়িয়াখানায় যাচ্ছেন এবং লোকদের নেওয়ার জন্য ৩ টি বাস রয়েছে। প্রতিটি বাসে একই সংখ্যক লোক গেলে তবে কত জন চিড়িয়াখানায় যাবে?","divide","৭৩"
"আমার কাছে মিছরি কিনতে ২২৪ টাকা আছে। যদি প্রতিটি টুকরো বাল্ক মিছরির জন্যে ৮ টাকা করে খরচ হয়। তবে আমি কতগুলি মিছরি কিনতে পারি?","divide","২৮"
"আমার কুকুরটির কিছু হাড় ছিল। তারপরে সে ৩৬৭ হাড় খনন করেছিল। এখন তার ৮৬০ হাড় রয়েছে। সে কয়টি হাড় দিয়ে শুরু করেছিল?","subtract","৪৯৩"
"জাসমিনের ১২০৯ টি পুতুল এবং জালালের ২১৮৬ টি পুতুল ছিল। যদি তারা তাদের পুতুল একসাথে রাখে তবে তাদের কতগুলো থাকবে?","add","৩৩৯৫"
"মল্লিকা ৪০৩ টি ভাল কলম পেয়েছিলেন। সে বন্ধুবান্ধব এবং পরিবারের কাছ থেকে আরও ২৮৭ টি কলম পেয়েছিল। মল্লিকা মোট কয়টি ভাল কলম পেয়েছে?","add","৬৯০"
"কাশি ১৪ বছর বয়সী। তাঁর ঠাকুরমার বয়স তাঁর চেয়ে ৬ গুণ বেশি। কাশির বয়স কত?","multiply","৮৪"
"জোজো ফুটবল খেলে ১৫৬ টি গোল করেছে। এখন তিনি ১৮৭ টি গোল করেছেন। জোজোর মোট গোল কত?","add","৩৪৩"
"সিজারকে স্কুলের জন্য একটি ৫৬৩ পৃষ্ঠার বই পড়তে হবে। তিনি ইতিমধ্যে ১৪৭ পৃষ্ঠা পড়েছেন। সে আর কত পৃষ্ঠা পড়তে বাকি?","subtract","৪১৬"
"ওমর ও করুনা স্কুলে ডিম রোল তৈরি করেছিলেন। ওমর ২১৯ ডিম রোল করেছে ।করুনা ২২৯ টি ডিম রোল করেছে। ওমর ও করুনা রোল করা ডিমের মোট সংখ্যা কত?","add","৪৪৮"
"বুকু তার মাসিমার সাথে দেখা করতে ৮৭৩ মাইল উড়েছিল। জনি তার মাসিমাকে দেখতে ৫৬৩ মাইল উড়েছিল। জনির চেয়ে বুকু কত মাইল বেশি উড়েছিল?","subtract","৩১০"
"ডোনা তার দাদির সাথে দেখা করতে ৬৭৯ মাইল পথ গেছিলেন। জুলিয়া তার দাদির সাথে দেখা করতে ৯৯৮ মাইল পথ গেছিলেন। ডোনা এবং জুলিয়া চালিত মোট মাইলের সংখ্যা কত?","add","১৬৭৭"
"ইসাবেল ৯০০ টুকরো কাগজ কিনেছিলেন। তিনি কাগজের ১৫৬ টুকরা ব্যবহার করেছেন। সে কাগজের কত টুকরো আর আছে?","subtract","৭৪৪"
"মিসেস হাঁসদার গাড়ির ওডোমিটারটি দেখিয়েছে যে সে ২১২.৩ মাইল ভ্রমণ করেছে। তিনি যখন খাওয়ার জন্য থামলেন ওডোমিটারটি ৩৭২.০ মাইল দেখায়। তিনি কত মাইল ভ্রমণ করেছিলেন?","subtract","১৫৯.৭"
"শুক্রবার মিসেস হাঁসদা ফুটবল খেলায় ২৪৩৬ ভক্তকে মুগ্ধ করেছেন। যদি ভক্তরা ৩ জনের সমান দলে বসে থাকেন তবে কতগুলি দলে ভক্তরা ছিলেন?","divide","৮১২"
"আপনার ক্লাসে একটি কেক পার্টি ছিল। একটি কেকের ০.৩৭ অংশ বাকি ছিল এবং অন্য কেকের ০.৫ ভাগ বাকি ছিল। আপনি উভয়কে একটি বাক্সে রেখেছেন। আপনার কাছে মোট কতটা কেক আছে?","add","০.৮৭৫"
"একটি কেকের রেসিপিতে ক্রিমের জন্য ০.৬ কাপ চিনি এবং কেকের জন্য ০.২ কাপ চিনি প্রয়োজন। একসাথে মোট কত চিনি প্রয়োজন?","add","০.৮"
"একটি পার্টির পরে ০.৬২ ভাগ কেক বাকি আছে। এই রাতে বড় ভাই কেকের ০.২৫ ভাগ খায়। তার পরে আর কতটা বাকি?","subtract","০.৫"
"আপনি ০.৭৫ মাইল হেঁটেছেন এবং তারপরে বিশ্রাম নিতে বসেন। তারপরে আপনি এক মাইলের ০.২৫ হাঁটলেন। আপনি একসাথে কতদূর হেঁটেছেন?","subtract","১"
"জনের ২৫০ টাকা প্রয়োজন। তার ৭৫ টাকা রয়েছে। তার আরও কত টাকার দরকার?","subtract","১৭৫"
"জেন ০.৭৫ টাকা দিয়ে একটি আপেল কিনে এবং ৫.০০ টাকা বিক্রেতাকে দেয়। সে কতটা ফেরত পাবে?","subtract","৪.২৫"
"জন স্কুলে ০.৭ মাইল হেঁটেছেন এবং নিনা স্কুলে ০.৪ মাইল হেঁটেছেন। জন নিনার চেয়ে কত দূরে বেশি হেঁটেছে?","subtract","০.৩"
"একটি পেন্সিলের ওজন ২৮.৩ গ্রাম। তবে ৫ টি পেন্সিলের ওজন কত?","multiply","১৪১.৫"
"আশুতোষ ৩ দিন কাজ করেছিলেন। তিনি প্রতিদিন ৩ ঘন্টা করে কাজ করেছিলেন। তিনি মোট কত ঘন্টা কাজ করেছেন?","multiply","৭.৫"
"বাড়ি নির্মাণ শুরু করার জন্য, সুমন ও তার বাবার বন থেকে কিছু কাঠ সংগ্রহ করা দরকার। যদি প্রাথমিকভাবে তাদের বাড়িতে ১৫ টি কাঠের গুঁড়ি থাকে এবং প্রতিটি থেকে ১০ টি টুকরো কাঠ পেয়ে থাকে তবে তাদের মোট কত টুকরো কাঠ রয়েছে?","multiply","১৫০"
"অনুর জন্মদিনে যদি তার ক্লাসে ১৫ জন মেয়ে সহপাঠী, ২০ জন ছেলে সহপাঠী এবং ৩ জন শিক্ষক থাকে তবে কত জন তার জন্মদিনের পার্টিতে অংশ নিয়েছিল?","add","৩৮"
"শচীন ১৮৬ টাকায় একটি ব্যাট এবং ৭৫ টাকায় একটি বল কিনেছিল। সে মোট কত টাকা ব্যয় করেছিল?","add","২৬১"
"আমাদের খামারে ৩ টি সারি আমের গাছ রয়েছে। প্রতিটি সারিতে ১৫ টি আম গাছ রয়েছে। মোট কতগুলো আমের গাছ আছে?","multiply","৪৫"
"৬ জন গাড়ি দাঁড়িয়ে আছে এবং প্রতিটি গাড়িতে ৪ জন লোক রয়েছে। সব মিলিয়ে কত লোক আছে?","multiply","২৪"
"একটি বেলুন বিক্রেতার ১২৫ টি বেলুন ছিল। দিনের শেষে তিনি ৯৯ টি বেলুন বিক্রি করেছিলেন। দিনের শেষে তাঁর কাছে আর কয়টি বেলুন বাকি আছে?","subtract","২৬"
"একটি স্কুলে ৬৮ জন পুরুষ ও মহিলা শিক্ষক রয়েছেন। এর মধ্যে ৩৮ জন মহিলা শিক্ষক। সেখানে কতজন পুরুষ শিক্ষক রয়েছেন?","subtract","৩০"
"একটি ট্রেন ৯৫ জন যাত্রী বহন করে। ৫০ জন যাত্রী প্রথম স্টেশনে নামলেন। ট্রেনে এখন কয়জন যাত্রী রয়েছেন?","subtract","৪৫"
"বিটুর ৮৮ টি গুলি এবং সোনুর ১১০ টি গুলি রয়েছে। দুজনের মিলিয়ে কত গুলি আছে?","add","১৯৮"
"একটি খেলনার দোকানে ১০০ টি পুতুল, ৫৩ টি খেলনা গাড়ি এবং ২২ টি ফুটবল রয়েছে। মোট কতগুলি জিনিস আছে?","add","১৭৫"
"একটি রান্নাঘরে ৫৭ টি চামচ, ৭০ টি বাটি এবং ২৯ টি গ্লাস রয়েছে। মোট পাত্রের সংখ্যা কত?","add","১৫৬"
"আমাদের স্কুল গ্রন্থাগারে ৭০ টি গল্পের বই এবং ১০১ টি কমিক রয়েছে। মোট বইয়ের সংখ্যা কত?","add","১৭১"
"রাধিকা একটি চিড়িয়াখানায় গিয়ে ১০২ টি হরিণ্, ৫০ টি কুমির এবং ৫০ টি হাঁস দেখতে পেল। সে মোট কতগুলি প্রাণী দেখেছে?","add","২০২"
"আজ লিলার জন্মদিন। রহিম এবং ইলা তাকে ৮ টি করে খেল্না দিল। লিলার কাছে মোট কটা খেল্না হল​?","multiply","১৬"
"কাকা ১২ টা লিছু ২ জনকে সমান ভাগে ভাগ করে দিল​। প্রত্যেকে কটা করে লিছু পাবে?","divide","৬"
"বাবা বাজারে গিয়ে ১০ টাকার তরমুজ, ৫০ টাকার মাছ এবং ২০ টাকার আলু কিনলেন। তিনি মোট কত টাকা খরচ করলেন?","add","৮০"
"আজ স্কুলের প্রথম শ্রেনীর ৩৫ জন ও দ্বিতীয় শ্রেনীর ৪৮ জন এসেছে। আজ ওই দুই শ্রেনীতে মোট কতজন এসেছে?​","add","৮৩"
"পাড়ার অনুষ্ঠানে ১২২ জন শিশু ও ৫৬ জন অভিভাবক এসেছে। প্রত্যেক শিশুকে ২ টি করে লজেন্স দিলে মোট কয়টি লজেন্স লাগবে?","multiply","২৪৪"
"একটি কলার দাম ৪ টাকা। পর্নার কাছে ৪০ টাকা আছে। সে কতগুলি কলা কিনতে পারবে?","add","১০"
"আমি সকাল ৭ টা তে বাগানে জল দেওয়া শুরু করেছিলাম। সকাল ৭ টা ৩০ মিনিটে শেষ করলাম। আমি কত সময় বাগানে ছিলাম?","multiply","০.৩"
"অনুপমের পরিবারে প্রতিদিন ১৩৫ টি পুতুল তৈরি হয়। ৫ দিনে মোট কয়টি পুতুল তৈরি হবে?","multiply","৬৭৫"
"শ্যাম ১২৫ টি ঘুড়ি বিক্রি করেছে। প্রতিটি ঘুড়ির দাম ৬ টাকা হলে সে মোট কতো টাকা পেল​?","multiply","৭৫০"
"সুজাতার কাছে ৬৬ টি ঘুঁটি ছিল​। সে ৬ জনের মধ্যে সমান ভাগে ভাগ করে দিল​। প্রত্যেকে কত গুলি করে ঘুঁটি পাবে?","divide","১১"
"প্রিয়া গাছ থেকে ৭০০ টি পেয়ারা পেড়ে ৭ টি বস্তায় সমান ভাগে রাখলো। প্রতিটি বস্তায় কত গুলি করে পেয়ারা আছে?","divide","১০০"
"মালতির কাছে ৬ টি কলম আছে। অয়নের কাছে ৮ টি কলম আছে। তাদের কাছে মোট কত গুলি কলম আছে?","add","১৪"
"চারটি ঝুড়িতে আম আছে। প্রথম ঝুড়িতে ১১ টি, দ্বিতীয় ঝুড়িতে ১০ টি, তৃতীয় ঝুড়িতে ৮ টি ও চতুর্থ ঝুড়িতে ১৪ টি আম আছে। মোট কত গুলি আম আছে?","add","৪৩"
"তোমার কাছে ২৮ টাকা ছিল। তুমি তা থেকে ২০ টাকা তোমার দিদিকে দিলে। তোমার কাছে আর কত টাকা থাকবে?","subtract","৮"
"১ কেজি আপেলের দাম ৪৫ টাকা হলে ৩ কেজি আপেলের দাম কত?","add","১৩৫"
"১ প্যাকেট বিস্কুট এর দাম ৩ টাকা ২৪ টাকায় কত প্যাকেট বিস্কুট পাওয়া যাবে?","divide","৮"
"একটি খবরের কাগজের দাম ১ টাকা হলে এক মাসে কত টাকা লাগবে?","multiply","৩০"
"কোন ব্যাক্তির মাসিক আয় ২৫০ টাকা হলে তার বাৎসরিক আয় কত হবে?","add","৩০০০"
"এক ব্যক্তির মাসের খরচ মুদিখানাতে ৬০.৮০ টাকা, ধোপাকে ৮.৪০ টাকা, বাজারে ৯০.৫০ টাকা, কাগজে ২০.৫০ টাকা। ঐ ব্যাক্তির মাসিক মোট খরচ কত?","add","১৮০.২"
"সোহিনি ২৫ টাকা কেজি দামের আটা কিনবে। তার কাছে ৫০০টাকা আছে।কত কেজি আটা কিনে অানবে?","multiply","১২৫০০"
"অরুণ বাবুর কাছে ৬০ টাকা আছে। তিনি ৭০ টাকায় একটি গাছ কিনলেন। তাকে কত ধার করতে?","subtract","১০"
"সহচরের ২২৩ টি বাঁশি রয়েছে। চারুর  আরও  ৯৫ টি বাঁশি বেশি রয়েছে। চারুর কয়টি বাঁশি রয়েছে?","add","৩১৮"
"আমিনের ২৭ টি প্যাকেট আঠা রয়েছে। প্রতিটি প্যাকেজে ১৮ টি টুকরো রয়েছে। রবিনের মোট কত টুকরো আঠা রয়েছে?","multiply","৪৮৬"
"রনি কাছে ৫.০০ টাকা রয়েছে বিমান কেনার জন্যে যার দাম ৪.২৮ টাকা । সে কতটা ফেরত পাবে?","subtract","০.৭২"
"যদি প্রতিটি বলের দাম ১.৫৮ টাকা হয়। তবে কিরণকে ৩ বলের জন্য কত দাম দিতে হবে?","multiply","৪.৭৪"
"মিঃ লাল ৪ টি বাক্সে সমানভাবে ভরা ৪৮ টি বিস্কুট কিনেছিলেন। প্রতিটি বাক্সে কত বিস্কুট ছিল?","divide","১২"
"সুমি পরিবার গাড়িতে করে ৫ দিনের ছুটিতে গিয়েছিল। প্রতিদিন তারা ২৫০ মাইল পথ চালিয়েছিল। তারা মোট কত মাইল গাড়ি চালিয়েছিল?","multiply","১২৫০"
"মুর্শিদাবাদ শহরে ৫২৫৯ সাবালক এবং ২৯৮৭ শিশু রয়েছে। মুর্শিদাবাদে মোট কত জন লোক থাকেন?","add","৮২৪৬"
"নিশা ২৭ টাকার জন্য ৪ টি ডিভিডি ভাড়া দিয়েছিল। প্রতি ৪ টি ডিভিডি ভাড়া নিতে কত খরচ হয়েছিল?","multiply","১০৪"
"একটি জারে ৩৪০৮ টুকরো মিছরি ছিল। যদি ১৪৫ টুকরোগুলি লাল এবং বাকীগুলো নীল থাকে। তবে কটি নীল ছিল?","subtract","৩২২৩"
