"৬০টি বই ১২ জন ছাত্রের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৫
"একজন কর্মচারী প্রতিদিন ৪০০ টাকা পান। ২৫ দিনে মোট কত টাকা পাবেন?",multiply,১০০০০
"রাহিম প্রতিদিন ৮ কিমি দৌড়ায়। ১০ দিনে মোট কত কিমি দৌড়াবে?",multiply,৮০
"২০ জন ছাত্র একটি হলে বসে আছে। আরও ১৫ জন এল। মোট কতজন হলো?",add,৩৫
"১০০ টাকা থেকে ৬০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৪০
"একজন কৃষক প্রতিদিন ১২ লিটার দুধ বিক্রি করে। ১৫ দিনে মোট কত লিটার?",multiply,১৮০
"৫০টি কমলালেবু থেকে ৩০টি বিক্রি হলো। এখন কতটি আছে?",subtract,২০
"একটি স্কুলে ১০০ জন ছাত্র আছে। ৪টি দলে ভাগ হলো। প্রতিটি দলে কয়জন?",divide,২৫
"একটি বইয়ের দাম ৩০ টাকা। ৭টি বইয়ের দাম কত?",multiply,২১০
"১৫টি আম থেকে ৫টি খাওয়া হলো। এখন কতটি আছে?",subtract,১০
"১০০ টাকা থেকে ১০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,০
"রাহিম ৬০ টাকা দিয়ে ২টি বই কিনল। প্রতিটির দাম কত?",divide,৩০
"একজন ছাত্র প্রতিদিন ৩ কিমি হাঁটে। ১৫ দিনে মোট কত কিমি হাঁটবে?",multiply,৪৫
"একটি ক্লাসে ২৫ জন ছাত্র আছে। তাদের মধ্যে ৫ জন অনুপস্থিত। উপস্থিত কতজন?",subtract,২০
"৪০০ টাকা থেকে ৩৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
text,label,answer
"৫০টি বই আছে। এর মধ্যে ২০টি বিক্রি হলো। এখন কতটি বই আছে?",subtract,৩০
"একটি বাক্সে ১৫টি আম আছে। ৫টি বাক্সে মোট কতটি আম?",multiply,৭৫
"৮০টি ক্যান্ডি ১০ জন শিশুর মধ্যে ভাগ করা হলো। প্রত্যেকে কয়টি পেল?",divide,৮
"রুবি ৩০ টাকা দিয়ে ৩টি পেন্সিল কিনল। প্রতিটির দাম কত?",divide,১০
"মিতা ১২টি আম খেল। পরে আরও ৮টি খেল। মোট কতটি আম খেল?",add,২০
"২০০ টাকা থেকে ৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫০
"একজন কৃষক প্রতিদিন ২০টি ডিম পায়। ৬ দিনে মোট কতটি ডিম পাবে?",multiply,১২০
"২৫০ টাকা থেকে ১৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১০০
"একটি ক্লাসে ৪০ জন ছাত্র আছে। তাদেরকে ৫টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,৮
"রাহিমের কাছে ১০ টাকা ছিল। সে আরও ১৫ টাকা পেল। এখন কত টাকা আছে?",add,২৫
"৯০টি কলা থেকে ৩০টি খাওয়া হলো। এখন কতটি আছে?",subtract,৬০
"একটি বাসে ৫০ জন যাত্রী উঠল। পরে আরও ২০ জন উঠল। মোট কতজন হলো?",add,৭০
"১০০ টাকা থেকে ৪০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৬০
"৫টি ঝুড়িতে প্রতিটিতে ৭টি করে আম আছে। মোট কতটি আম?",multiply,৩৫
"রুবেল ৪০ টাকা দিয়ে ২টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,২০
"একটি দোকানে ২০০টি পেন্সিল আছে। তার মধ্যে ৮০টি বিক্রি হলো। এখন কতটি আছে?",subtract,১২০
"মিতা প্রতিদিন ৫ কিমি দৌড়ায়। ১০ দিনে মোট কত কিমি দৌড়াবে?",multiply,৫০
"২৫ জন ছাত্র ৫টি দলে ভাগ হলো। প্রতিটি দলে কয়জন?",divide,৫
"৫০টি আমের মধ্যে ১০টি নষ্ট হলো। ভালো আম কয়টি?",subtract,৪০
"রুবি ৮০ টাকা দিয়ে ৪টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,২০
"একটি গাছে ৩০টি কমলালেবু আছে। ১২টি পড়ল। গাছে কতটি আছে?",subtract,১৮
"১০০০ টাকা থেকে ৪০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৬০০
"একটি বাক্সে ২৫টি চকলেট আছে। ৮টি বাক্সে মোট কতটি?",multiply,২০০
"রুবি ২০টি পেন্সিল কিনল। পরে আরও ১০টি কিনল। মোট কতটি?",add,৩০
"একজন কৃষক প্রতিদিন ১০ লিটার দুধ বিক্রি করে। ২০ দিনে মোট কত লিটার বিক্রি হবে?",multiply,২০০
"৮০ টাকা থেকে ২৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫৫
"একটি স্কুলে ৬০ জন ছাত্র আছে। তাদেরকে ৩টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,২০
"রাহিম ৩০টি আম কিনল। সে ১৫টি খেল। এখন কতটি আছে?",subtract,১৫
"মিতা ৫০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"৪০টি ক্যান্ডি থেকে ১২টি খাওয়া হলো। এখন কতটি আছে?",subtract,২৮
"১০টি বই আছে। আরও ৫টি কিনা হলো। মোট কতটি হলো?",add,১৫
"একটি দোকানে ৭০টি আপেল আছে। ২০টি বিক্রি হলো। এখন কতটি আছে?",subtract,৫০
"একজন ছাত্র প্রতিদিন ২ ঘণ্টা পড়ে। ৩০ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৬০
"৫০টি আম ৫ জনের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,১০
"৪০০ টাকা থেকে ২০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০০
"একটি বাক্সে ১২টি পেন্সিল আছে। ১০টি বাক্সে মোট কতটি?",multiply,১২০
"রুবি ৯০ টাকা দিয়ে ৩টি বই কিনল। প্রতিটির দাম কত?",divide,৩০
"২০ জন ছাত্র একটি হলে বসে আছে। পরে আরও ১০ জন এল। মোট কতজন হলো?",add,৩০
"একটি দোকানে ৩০টি খেলনা আছে। ১৮টি বিক্রি হলো। বাকি কতটি আছে?",subtract,১২
"১৫০ টাকা থেকে ৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১০০
"মিতা প্রতিদিন ৩ কিমি হাঁটে। ১৫ দিনে মোট কত কিমি হাঁটবে?",multiply,৪৫
"১০০ টাকা থেকে ৭৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২৫
"একজন কৃষক প্রতিদিন ২৫টি ডিম পায়। ৪ দিনে মোট কতটি ডিম?",multiply,১০০
"৫০০ টাকা থেকে ৩০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০০
"একটি ক্লাসে ৪৮ জন ছাত্র আছে। তাদেরকে ৬টি দলে ভাগ হলো। প্রতিটি দলে কয়জন?",divide,৮
"রুবেল ৬০ টাকা দিয়ে ৬টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"একটি ঝুড়িতে ১৬টি আম আছে। ৪টি ঝুড়িতে মোট কতটি?",multiply,৬৪
"৩০০ টাকা থেকে ২৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
"মিতা ১০টি কমলালেবু কিনল। পরে আরও ৫টি কিনল। মোট কতটি হলো?",add,১৫
"একটি দোকানে ২০০টি ক্যান্ডি আছে। তার মধ্যে ৫০টি বিক্রি হলো। এখন কতটি আছে?",subtract,১৫০
"৭২টি ক্যান্ডি ৯ জন ছাত্রের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৮
"রুবি ১৫০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটির দাম কত?",divide,৩০
"একটি ক্লাসে ৩০ জন ছাত্র আছে। তাদের মধ্যে ১০ জন অনুপস্থিত। উপস্থিত কতজন?",subtract,২০
"৮০ টাকা থেকে ৩০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
"একটি বইয়ের দাম ২৫ টাকা। ১২টি বইয়ের দাম কত?",multiply,৩০০
"রাহিম প্রতিদিন ৪ কিমি দৌড়ায়। ২০ দিনে মোট কত কিমি দৌড়াবে?",multiply,৮০
"একটি ঝুড়িতে ৯টি কমলালেবু আছে। ৭টি ঝুড়িতে মোট কতটি?",multiply,৬৩
"৫০ টাকা থেকে ১০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৪০
"১২টি আম ৪ জনের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৩
"একটি দোকানে ৯০টি খেলনা আছে। ৩০টি বিক্রি হলো। এখন কতটি আছে?",subtract,৬০
"মিতা ২০ টাকা দিয়ে ২টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"৭৫টি কলা থেকে ২৫টি খাওয়া হলো। এখন কতটি আছে?",subtract,৫০
"একজন কৃষক প্রতিদিন ১৮টি ডিম পায়। ৫ দিনে মোট কতটি ডিম?",multiply,৯০
"একটি স্কুলে ২৪০ জন ছাত্র আছে। ১২টি ক্লাসে ভাগ হলো। প্রতিটি ক্লাসে কয়জন?",divide,২০
"৩০ টাকা থেকে ১৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫
"রুবি ৪টি বই কিনল। পরে আরও ৬টি কিনল। মোট কতটি হলো?",add,১০
"একটি বাক্সে ২০টি পেন্সিল আছে। ৬টি বাক্সে মোট কতটি?",multiply,১২০
"১০০ টাকা থেকে ২০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৮০
"একজন ছাত্র প্রতিদিন ৫ ঘণ্টা পড়ে। ৬ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৩০
"একটি দোকানে ৪০০টি আপেল আছে। ১০০টি বিক্রি হলো। এখন কতটি আছে?",subtract,৩০০
"২৫টি চকলেট থেকে ৫টি খাওয়া হলো। এখন কতটি আছে?",subtract,২০
"৫০টি বই ১০ জন ছাত্রের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৫
"একটি খাতার দাম ১৫ টাকা। ১০টি খাতার দাম কত?",multiply,১৫০
"৬০০ টাকা থেকে ৪০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০০
"একটি ঝুড়িতে ১০টি আম আছে। ৯টি ঝুড়িতে মোট কতটি?",multiply,৯০
"২০টি বই থেকে ৮টি দেওয়া হলো। এখন কতটি আছে?",subtract,১২
"একটি স্কুলে ৫০০ জন ছাত্র আছে। তাদেরকে ২৫টি ক্লাসে ভাগ হলো। প্রতিটি ক্লাসে কয়জন?",divide,২০
"রুবি প্রতিদিন ২ ঘণ্টা গান শেখে। ৩০ দিনে মোট কত ঘণ্টা শিখবে?",multiply,৬০
"৪৮০ টাকা থেকে ১৮০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৩০০
"একটি বাক্সে ৩৬টি আপেল আছে। ৩টি বাক্সে মোট কতটি?",multiply,১০৮
"৬০ টাকা থেকে ৪০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০
"একজন কৃষক প্রতিদিন ১২ লিটার দুধ বিক্রি করে। ১০ দিনে মোট কত লিটার বিক্রি হবে?",multiply,১২০
"৭০০ টাকা থেকে ৩০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৪০০
"একটি ক্লাসে ৯০ জন ছাত্র আছে। তাদেরকে ৯টি দলে ভাগ হলো। প্রতিটি দলে কয়জন?",divide,১০
"৪০০ টাকা থেকে ৩৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
"একজন ছাত্র প্রতিদিন ৬ কিমি হাঁটে। ১৫ দিনে মোট কত কিমি হাঁটবে?",multiply,৯০
"একটি দোকানে ১২০টি কলম আছে। ২০টি বিক্রি হলো। এখন কতটি আছে?",subtract,১০০
"১৫০ টাকা থেকে ৭৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৭৫
"১০টি ঝুড়িতে প্রতিটিতে ১১টি করে আপেল আছে। মোট কতটি?",multiply,১১০
"২৫টি আম থেকে ৫টি দেওয়া হলো। এখন কতটি আছে?",subtract,২০
"একটি বইয়ের দাম ৪০ টাকা। ৫টি বইয়ের দাম কত?",multiply,২০০
"১০০ টাকা থেকে ৯০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১০
"৮ জন ছাত্র ৪০টি ক্যান্ডি ভাগ করল। প্রত্যেকে কয়টি পেল?",divide,৫
text,label,answer
"৫০ টাকা থেকে ২০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৩০
"একটি ঝুড়িতে ১২টি আম আছে। ৫টি ঝুড়িতে মোট কতটি আম?",multiply,৬০
"৮০টি ক্যান্ডি ৮ জন শিশুর মধ্যে ভাগ করা হলো। প্রত্যেকে কয়টি পেল?",divide,১০
"রুবি ৩০ টাকা দিয়ে ৩টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,১০
"মিতা ১০টি আম খেল। পরে আরও ৫টি খেল। মোট কতটি খেল?",add,১৫
"২০০ টাকা থেকে ৭৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১২৫
"একজন কৃষক প্রতিদিন ১৫টি ডিম পায়। ৭ দিনে মোট কতটি ডিম পাবে?",multiply,১০৫
"২৫০ টাকা থেকে ১০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫০
"একটি ক্লাসে ৪০ জন ছাত্র আছে। তাদেরকে ৮টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,৫
"রাহিমের কাছে ১৫ টাকা ছিল। সে আরও ২০ টাকা পেল। এখন কত টাকা আছে?",add,৩৫
"৯০টি কলা থেকে ৩০টি খাওয়া হলো। এখন কতটি আছে?",subtract,৬০
"একটি বাসে ৪০ জন যাত্রী উঠল। পরে আরও ৩০ জন উঠল। মোট কতজন হলো?",add,৭০
"১০০ টাকা থেকে ৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
"৫টি ঝুড়িতে প্রতিটিতে ৯টি করে আম আছে। মোট কতটি আম?",multiply,৪৫
"রুবেল ৫০ টাকা দিয়ে ৫টি বই কিনল। প্রতিটির দাম কত?",divide,১০
"একটি দোকানে ২৫০টি পেন্সিল আছে। তার মধ্যে ১০০টি বিক্রি হলো। এখন কতটি আছে?",subtract,১৫০
"মিতা প্রতিদিন ৬ কিমি দৌড়ায়। ১০ দিনে মোট কত কিমি দৌড়াবে?",multiply,৬০
"২০ জন ছাত্র ৫টি দলে ভাগ হলো। প্রতিটি দলে কয়জন?",divide,৪
"৫০টি আপেল থেকে ১৫টি নষ্ট হলো। ভালো আপেল কয়টি?",subtract,৩৫
"রুবি ৯০ টাকা দিয়ে ৩টি খাতা কিনল। প্রতিটির দাম কত?",divide,৩০
"একটি গাছে ২৫টি কমলালেবু আছে। ১২টি পড়ল। এখন কতটি আছে?",subtract,১৩
"১০০০ টাকা থেকে ৩০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৭০০
"একটি বাক্সে ২০টি চকলেট আছে। ৫টি বাক্সে মোট কতটি?",multiply,১০০
"রুবি ৩০টি পেন্সিল কিনল। পরে আরও ২০টি কিনল। মোট কতটি?",add,৫০
"একজন কৃষক প্রতিদিন ৮ লিটার দুধ বিক্রি করে। ২০ দিনে মোট কত লিটার বিক্রি হবে?",multiply,১৬০
"৮০ টাকা থেকে ২৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫৫
"একটি স্কুলে ৬০ জন ছাত্র আছে। তাদেরকে ৪টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,১৫
"রাহিম ২০টি আম কিনল। সে ১২টি খেল। এখন কতটি আছে?",subtract,৮
"মিতা ৫০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"৪০টি ক্যান্ডি থেকে ১০টি খাওয়া হলো। এখন কতটি আছে?",subtract,৩০
"১০টি বই আছে। আরও ৭টি কিনা হলো। মোট কতটি হলো?",add,১৭
"একটি দোকানে ৮০টি আপেল আছে। ৩০টি বিক্রি হলো। এখন কতটি আছে?",subtract,৫০
"একজন ছাত্র প্রতিদিন ২ ঘণ্টা পড়ে। ৩০ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৬০
"৫০টি আম ৫ জনের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,১০
"৪০০ টাকা থেকে ২৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫০
"একটি বাক্সে ১২টি পেন্সিল আছে। ১০টি বাক্সে মোট কতটি?",multiply,১২০
"রুবি ৬০ টাকা দিয়ে ৪টি বই কিনল। প্রতিটির দাম কত?",divide,১৫
"২০ জন ছাত্র একটি হলে বসে আছে। পরে আরও ১০ জন এল। মোট কতজন হলো?",add,৩০
"একটি দোকানে ২৫টি খেলনা আছে। ১২টি বিক্রি হলো। বাকি কতটি আছে?",subtract,১৩
"১৫০ টাকা থেকে ৭৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৭৫
"মিতা প্রতিদিন ৩ কিমি হাঁটে। ২০ দিনে মোট কত কিমি হাঁটবে?",multiply,৬০
"১০০ টাকা থেকে ৮০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০
"একজন কৃষক প্রতিদিন ২০টি ডিম পায়। ৫ দিনে মোট কতটি ডিম?",multiply,১০০
"৫০০ টাকা থেকে ২০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৩০০
"একটি ক্লাসে ৫০ জন ছাত্র আছে। তাদেরকে ৫টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,১০
"রুবেল ৪০ টাকা দিয়ে ৪টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"একটি ঝুড়িতে ১৫টি আম আছে। ৫টি ঝুড়িতে মোট কতটি?",multiply,৭৫
"৩০০ টাকা থেকে ২৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
"মিতা ৮টি কমলালেবু কিনল। পরে আরও ৭টি কিনল। মোট কতটি হলো?",add,১৫
"একটি দোকানে ২০০টি ক্যান্ডি আছে। ৫০টি বিক্রি হলো। এখন কতটি আছে?",subtract,১৫০
"৭২টি ক্যান্ডি ৮ জন ছাত্রের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৯
"রুবি ১৫০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটির দাম কত?",divide,৩০
"একটি ক্লাসে ৩০ জন ছাত্র আছে। তাদের মধ্যে ৫ জন অনুপস্থিত। উপস্থিত কতজন?",subtract,২৫
"৮০ টাকা থেকে ৩০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০
"একটি বইয়ের দাম ২০ টাকা। ১২টি বইয়ের দাম কত?",multiply,২৪০
"রাহিম প্রতিদিন ৫ কিমি দৌড়ায়। ১০ দিনে মোট কত কিমি দৌড়াবে?",multiply,৫০
"একটি ঝুড়িতে ৯টি কমলালেবু আছে। ৬টি ঝুড়িতে মোট কতটি?",multiply,৫৪
"৫০ টাকা থেকে ২০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৩০
"১২টি আম ৪ জনের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৩
"একটি দোকানে ৮০টি খেলনা আছে। ২০টি বিক্রি হলো। এখন কতটি আছে?",subtract,৬০
"মিতা ৩০ টাকা দিয়ে ৩টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"৭৫টি কলা থেকে ২৫টি খাওয়া হলো। এখন কতটি আছে?",subtract,৫০
"একজন কৃষক প্রতিদিন ১৮টি ডিম পায়। ৫ দিনে মোট কতটি ডিম?",multiply,৯০
"একটি স্কুলে ২৪০ জন ছাত্র আছে। ১২টি ক্লাসে ভাগ হলো। প্রতিটি ক্লাসে কয়জন?",divide,২০
"৩০ টাকা থেকে ১৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫
"রুবি ৫টি বই কিনল। পরে আরও ৭টি কিনল। মোট কতটি হলো?",add,১২
"একটি বাক্সে ২০টি পেন্সিল আছে। ৬টি বাক্সে মোট কতটি?",multiply,১২০
"১০০ টাকা থেকে ২০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৮০
"একজন ছাত্র প্রতিদিন ৫ ঘণ্টা পড়ে। ৬ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৩০
"একটি দোকানে ৩০০টি আপেল আছে। ১০০টি বিক্রি হলো। এখন কতটি আছে?",subtract,২০০
"২৫টি চকলেট থেকে ৫টি খাওয়া হলো। এখন কতটি আছে?",subtract,২০
"৫০টি বই ১০ জন ছাত্রের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৫
"একটি খাতার দাম ১৫ টাকা। ১০টি খাতার দাম কত?",multiply,১৫০
"৬০০ টাকা থেকে ৪০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০০
"একটি ঝুড়িতে ১০টি আম আছে। ৯টি ঝুড়িতে মোট কতটি?",multiply,৯০
"২০টি বই থেকে ৮টি দেওয়া হলো। এখন কতটি আছে?",subtract,১২
"একটি স্কুলে ৫০০ জন ছাত্র আছে। তাদেরকে ২৫টি ক্লাসে ভাগ হলো। প্রতিটি ক্লাসে কয়জন?",divide,২০
"রুবি প্রতিদিন ২ ঘণ্টা গান শেখে। ৩০ দিনে মোট কত ঘণ্টা শিখবে?",multiply,৬০
"৪৮০ টাকা থেকে ১৮০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৩০০
text,label,answer
"রাহিমের কাছে ৫০ টাকা আছে। সে ২০ টাকা দিয়ে কলম কিনল। পরে আরও ৩০ টাকা পেল। এখন তার কাছে কত টাকা আছে?",multi_step,৬০
"মিঠুর কাছে ৩/৪ লিটার দুধ আছে। সে ১/২ লিটার ব্যবহার করল। কত লিটার দুধ বাকি?",subtract,১/৪
"একটি ট্রেনে ৩০ জন যাত্রী আছে। প্রতিটি কোচে ৫টি করে আসন আছে। কতটি কোচ লাগবে?",divide_ceil,৬
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৮ মি এবং প্রস্থ ৫ মি। ক্ষেত্রফল কত?",multiply,৪০
"মিতা ১২টি আপেল কিনল। ৩টি খেয়ে ফেলল। পরে ৫টি আরও কিনল। এখন কতটি আছে?",multi_step,১৪
"একটি স্কুলে ৯০ জন ছাত্র আছে। তারা ৩টি দলে ভাগ হলো। প্রতিটি দলে কয়জন?",divide,৩০
"রুবি ৭৫ টাকা দিয়ে ৩টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,২৫
"একজন কৃষক প্রতিদিন ১২টি ডিম পায়। ৭ দিনে মোট কতটি ডিম হবে?",multiply,৮৪
"একটি দোকানে ৬০টি কলম আছে। ১৫টি বিক্রি হলো। পরে ২০টি আরও আনা হলো। এখন কতটি কলম আছে?",multi_step,৬৫
"একটি ট্রাক ৫ কিমি প্রতি লিটার গ্যাস খায়। ট্রাক ৪০ কিমি যাবে। কত লিটার গ্যাস লাগবে?",divide,৮
"রাহিমের কাছে ২০০ টাকা আছে। সে ৫০ টাকা খরচ করল। পরে ১০% টাকা ফেরত পেল। এখন কত টাকা আছে?",multi_step,১৬৫
"মিতা ৩/৫ কেজি চিনি কিনল। সে ১/৫ কেজি ব্যবহার করল। কত কেজি চিনি বাকি?",subtract,২/৫
"একটি ক্লাসে ২৫ জন ছেলে এবং ৩০ জন মেয়ে আছে। মোট কতজন ছাত্র?",add,৫৫
"রুবি ৩ টি বই কিনল। প্রথম বই ২৫ টাকা, দ্বিতীয় ৩০ টাকা, তৃতীয় ২০ টাকা। মোট কত টাকা খরচ হলো?",add,৭৫
"একটি দোকানে ৮০টি কমলালেবু আছে। ২০টি বিক্রি হলো। পরে আরও ৩০টি যোগ হলো। এখন কতটি আছে?",multi_step,৯০
"মিতা ৬০ টাকা দিয়ে ৪টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১৫
"একটি রেস্টুরেন্টে ৫টি টেবিল আছে। প্রতিটি টেবিলে ৪ জন বসে। মোট কতজন খেতে পারে?",multiply,২০
"একজন শ্রমিক ৮ ঘণ্টা কাজ করে। ৫ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৪০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১২ মি এবং প্রস্থ ৭ মি। ক্ষেত্রফল কত?",multiply,৮৪
"রাহিম ২০০ টাকা দিয়ে ৪টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৪০ জন যাত্রী আছে। ২০ জন নেমে গেল। পরে ১৫ জন উঠল। এখন কতজন আছে?",multi_step,৩৫
"একটি বাক্সে ১২টি পেন্সিল আছে। ৮টি বাক্সে মোট কতটি পেন্সিল?",multiply,৯৬
"মিতা ৫ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১০ দিনে কত কিমি হাঁটবে?",multiply,৫০
"রুবি ৭৫ টাকা দিয়ে ৩টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,২৫
"একজন কৃষক প্রতিদিন ২০ লিটার দুধ বিক্রি করে। ৭ দিনে মোট কত লিটার বিক্রি করবে?",multiply,১৪০
"একটি ক্লাসে ৪০ জন ছাত্র আছে। ৮ জন অনুপস্থিত। এখন কতজন উপস্থিত?",subtract,৩২
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১০ মি এবং প্রস্থ ৫ মি। ক্ষেত্রফল কত?",multiply,৫০
"মিঠুর কাছে ৩/৪ কেজি চিনি আছে। সে ১/২ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,১/৪
"একটি দোকানে ৬০টি খেলনা আছে। ২০টি বিক্রি হলো। পরে আরও ৩০টি যোগ হলো। এখন কতটি আছে?",multi_step,৭০
"রাহিম ৫টি কলম কিনল। প্রতিটি কলম ১২ টাকা। মোট কত টাকা খরচ হলো?",multiply,৬০
"একটি ট্রেনে ৪৫ জন যাত্রী আছে। প্রতিটি কোচে ৭ জন বসে। কতটি কোচ লাগবে?",divide_ceil,৭
"মিতা ২০ টাকা দিয়ে ২টি চকলেট কিনল। প্রতিটির দাম কত?",divide,১০
"একজন ছাত্র প্রতিদিন ৩ ঘণ্টা পড়ে। ৫ দিনে মোট কত ঘণ্টা পড়বে?",multiply,১৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৮ মি এবং প্রস্থ ৫ মি। ক্ষেত্রফল কত?",multiply,৪০
"রুবি ১২টি পেন্সিল কিনল। পরে ৫টি তার বন্ধুকে দিল। এখন কতটি আছে?",subtract,৭
"একটি দোকানে ১০০টি আপেল আছে। ৩০টি বিক্রি হলো। পরে আরও ২০টি যোগ হলো। এখন কতটি আছে?",multi_step,৯০
"মিতা ৪০ টাকা দিয়ে ২টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,২০
"একজন কৃষক প্রতিদিন ১০টি ডিম পায়। ১৫ দিনে মোট কতটি ডিম?",multiply,১৫০
"একটি ক্লাসে ৩০ জন ছেলে এবং ২৫ জন মেয়ে আছে। মোট কতজন?",add,৫৫
"রাহিম ১৫০ টাকা দিয়ে ৩টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৩০ জন যাত্রী আছে। ২০ জন নেমে গেল। পরে ২৫ জন উঠল। এখন কতজন আছে?",multi_step,৩৫
"একটি বাক্সে ১৫টি চকলেট আছে। ৮টি বাক্সে মোট কতটি?",multiply,১২০
"মিতা ৫ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১২ দিনে কত কিমি হাঁটবে?",multiply,৬০
